Community,river_name,sample_n,species,date,length,lat,long,stock,FISHES_ID
Eastmain,JamesBay,233,Cisco,13-07-2021,188,52.395776,-78.585771,Mixed,coarEASm_233-21
Eastmain,JamesBay,234,Cisco,13-07-2021,245,52.395776,-78.585771,Mixed,coarEASm_234-21
Eastmain,JamesBay,235,Cisco,13-07-2021,297,52.395776,-78.585771,Mixed,coarEASm_235-21
Eastmain,JamesBay,236,Cisco,13-07-2021,248,52.395776,-78.585771,Mixed,coarEASm_236-21
Eastmain,JamesBay,237,Cisco,13-07-2021,188,52.395776,-78.585771,Mixed,coarEASm_237-21
Eastmain,JamesBay,238,Cisco,13-07-2021,215,52.395776,-78.585771,Mixed,coarEASm_238-21
Eastmain,JamesBay,239,Cisco,13-07-2021,173,52.395776,-78.585771,Mixed,coarEASm_239-21
Eastmain,JamesBay,240,Cisco,13-07-2021,190,52.395776,-78.585771,Mixed,coarEASm_240-21
Eastmain,JamesBay,241,Cisco,13-07-2021,207,52.395776,-78.585771,Mixed,coarEASm_241-21
Eastmain,JamesBay,242,Cisco,13-07-2021,198,52.395776,-78.585771,Mixed,coarEASm_242-21
Eastmain,JamesBay,243,Cisco,13-07-2021,180,52.395776,-78.585771,Mixed,coarEASm_243-21
Eastmain,JamesBay,244,Cisco,13-07-2021,192,52.395776,-78.585771,Mixed,coarEASm_244-21
Eastmain,JamesBay,245,Cisco,13-07-2021,162,52.395776,-78.585771,Mixed,coarEASm_245-21
Eastmain,JamesBay,246,Cisco,13-07-2021,201,52.395776,-78.585771,Mixed,coarEASm_246-21
Eastmain,JamesBay,247,Cisco,13-07-2021,184,52.395776,-78.585771,Mixed,coarEASm_247-21
Eastmain,JamesBay,248,Cisco,13-07-2021,168,52.395776,-78.585771,Mixed,coarEASm_248-21
Chisasibi,KaapsaouiRiver,2700,Trout,06-10-2021,465,54.324954,-79.463733,Source,safoCHIm_2700-21
Chisasibi,KaapsaouiRiver,2694,Trout,06-10-2021,470,54.324954,-79.463733,Source,safoCHIm_2694-21
Chisasibi,KaapsaouiRiver,2695,Trout,06-10-2021,465,54.324954,-79.463733,Source,safoCHIm_2695-21
Chisasibi,KaapsaouiRiver,2696,Trout,06-10-2021,415,54.324954,-79.463733,Source,safoCHIm_2696-21
Chisasibi,KaapsaouiRiver,2697,Trout,06-10-2021,385,54.324954,-79.463733,Source,safoCHIm_2697-21
Chisasibi,KaapsaouiRiver,2698,Trout,06-10-2021,380,54.324954,-79.463733,Source,safoCHIm_2698-21
Chisasibi,KaapsaouiRiver,2699,Trout,06-10-2021,460,54.324954,-79.463733,Source,safoCHIm_2699-21
Chisasibi,KaapsaouiRiver,2688,Trout,06-10-2021,430,54.324954,-79.463733,Source,safoCHIm_2688-21
Chisasibi,KaapsaouiRiver,2689,Trout,15-06-2021,480,54.324954,-79.463733,Source,safoCHIm_2689-21
Chisasibi,KaapsaouiRiver,2690,Trout,15-06-2021,405,54.324954,-79.463733,Source,safoCHIm_2690-21
Chisasibi,KaapsaouiRiver,2691,Trout,15-06-2021,400,54.324954,-79.463733,Source,safoCHIm_2691-21
Chisasibi,KaapsaouiRiver,2692,Trout,15-06-2021,420,54.324954,-79.463733,Source,safoCHIm_2692-21
Chisasibi,KaapsaouiRiver,2693,Trout,15-06-2021,360,54.324954,-79.463733,Source,safoCHIm_2693-21
Chisasibi,KaapsaouiRiver,2687,Trout,15-06-2021,430,54.324954,-79.463733,Source,safoCHIm_2687-21
Chisasibi,KaapsaouiRiver,2686,Trout,15-06-2021,410,54.324954,-79.463733,Source,safoCHIm_2686-21
Chisasibi,KaapsaouiRiver,2685,Trout,15-06-2021,380,54.324954,-79.463733,Source,safoCHIm_2685-21
Chisasibi,KaapsaouiRiver,2684,Trout,15-06-2021,380,54.324954,-79.463733,Source,safoCHIm_2684-21
Chisasibi,KaapsaouiRiver,2683,Trout,15-06-2021,375,54.324954,-79.463733,Source,safoCHIm_2683-21
Chisasibi,KaapsaouiRiver,2682,Trout,15-06-2021,400,54.324954,-79.463733,Source,safoCHIm_2682-21
Chisasibi,KaapsaouiRiver,2681,Trout,15-06-2021,405,54.324954,-79.463733,Source,safoCHIm_2681-21
Chisasibi,KaapsaouiRiver,2680,Trout,15-06-2021,390,54.324954,-79.463733,Source,safoCHIm_2680-21
Chisasibi,KaapsaouiRiver,2679,Trout,15-06-2021,355,54.324954,-79.463733,Source,safoCHIm_2679-21
Chisasibi,KaapsaouiRiver,2678,Trout,15-06-2021,480,54.324954,-79.463733,Source,safoCHIm_2678-21
Chisasibi,KaapsaouiRiver,2677,Trout,15-06-2021,410,54.324954,-79.463733,Source,safoCHIm_2677-21
Chisasibi,KaapsaouiRiver,2676,Trout,15-06-2021,460,54.324954,-79.463733,Source,safoCHIm_2676-21
Chisasibi,KaapsaouiRiver,2775,Trout,16-06-2021,460,54.324954,-79.463733,Source,safoCHIm_2775-21
Chisasibi,KaapsaouiRiver,2774,Trout,16-06-2021,430,54.324954,-79.463733,Source,safoCHIm_2774-21
Chisasibi,KaapsaouiRiver,2773,Trout,16-06-2021,430,54.324954,-79.463733,Source,safoCHIm_2773-21
Chisasibi,KaapsaouiRiver,2772,Trout,16-06-2021,400,54.324954,-79.463733,Source,safoCHIm_2772-21
Chisasibi,KaapsaouiRiver,2771,Trout,16-06-2021,440,54.324954,-79.463733,Source,safoCHIm_2771-21
Chisasibi,KaapsaouiRiver,2770,Trout,16-06-2021,480,54.324954,-79.463733,Source,safoCHIm_2770-21
Chisasibi,KaapsaouiRiver,2769,Trout,16-06-2021,470,54.324954,-79.463733,Source,safoCHIm_2769-21
Chisasibi,KaapsaouiRiver,2768,Trout,16-06-2021,430,54.324954,-79.463733,Source,safoCHIm_2768-21
Chisasibi,KaapsaouiRiver,2767,Trout,16-06-2021,430,54.324954,-79.463733,Source,safoCHIm_2767-21
Chisasibi,KaapsaouiRiver,2766,Trout,16-06-2021,440,54.324954,-79.463733,Source,safoCHIm_2766-21
Chisasibi,KaapsaouiRiver,2765,Trout,16-06-2021,380,54.324954,-79.463733,Source,safoCHIm_2765-21
Chisasibi,KaapsaouiRiver,2764,Trout,16-06-2021,390,54.324954,-79.463733,Source,safoCHIm_2764-21
Chisasibi,KaapsaouiRiver,2763,Trout,16-06-2021,380,54.324954,-79.463733,Source,safoCHIm_2763-21
Chisasibi,KaapsaouiRiver,2762,Trout,16-06-2021,410,54.324954,-79.463733,Source,safoCHIm_2762-21
Chisasibi,KaapsaouiRiver,2761,Trout,16-06-2021,410,54.324954,-79.463733,Source,safoCHIm_2761-21
Chisasibi,KaapsaouiRiver,2760,Trout,16-06-2021,430,54.324954,-79.463733,Source,safoCHIm_2760-21
Chisasibi,KaapsaouiRiver,2759,Trout,16-06-2021,370,54.324954,-79.463733,Source,safoCHIm_2759-21
Chisasibi,KaapsaouiRiver,2758,Trout,16-06-2021,380,54.324954,-79.463733,Source,safoCHIm_2758-21
Waskaganish,Upichun,2968,Cisco,28-07-2021,367,51.95576,-78.872863,Mixed,coarWASm_2968-21
Waskaganish,Upichun,2969,Cisco,28-07-2021,358,51.95576,-78.872863,Mixed,coarWASm_2969-21
Waskaganish,Upichun,2970,Cisco,28-07-2021,351,51.95576,-78.872863,Mixed,coarWASm_2970-21
Waskaganish,Upichun,2971,Cisco,28-07-2021,375,51.95576,-78.872863,Mixed,coarWASm_2971-21
Waskaganish,Upichun,2972,Cisco,28-07-2021,358,51.95576,-78.872863,Mixed,coarWASm_2972-21
Waskaganish,Upichun,2973,Cisco,28-07-2021,352,51.95576,-78.872863,Mixed,coarWASm_2973-21
Waskaganish,Upichun,2974,Cisco,28-07-2021,353,51.95576,-78.872863,Mixed,coarWASm_2974-21
Waskaganish,Upichun,2975,Cisco,28-07-2021,354,51.95576,-78.872863,Mixed,coarWASm_2975-21
Waskaganish,Upichun,2976,Cisco,28-07-2021,370,51.95576,-78.872863,Mixed,coarWASm_2976-21
Waskaganish,Upichun,2977,Cisco,28-07-2021,365,51.95576,-78.872863,Mixed,coarWASm_2977-21
Waskaganish,Upichun,2978,Cisco,28-07-2021,362,51.95576,-78.872863,Mixed,coarWASm_2978-21
Waskaganish,Upichun,2979,Cisco,28-07-2021,310,51.95576,-78.872863,Mixed,coarWASm_2979-21
Waskaganish,Upichun,2980,Cisco,28-07-2021,345,51.95576,-78.872863,Mixed,coarWASm_2980-21
Waskaganish,Upichun,2981,Cisco,28-07-2021,367,51.95576,-78.872863,Mixed,coarWASm_2981-21
Waskaganish,Upichun,2982,Cisco,28-07-2021,361,51.95576,-78.872863,Mixed,coarWASm_2982-21
Waskaganish,Upichun,2983,Cisco,28-07-2021,356,51.95576,-78.872863,Mixed,coarWASm_2983-21
Waskaganish,Upichun,2984,Cisco,28-07-2021,354,51.95576,-78.872863,Mixed,coarWASm_2984-21
Waskaganish,Upichun,2985,Cisco,28-07-2021,346,51.95576,-78.872863,Mixed,coarWASm_2985-21
Waskaganish,Upichun,2986,Cisco,28-07-2021,379,51.95576,-78.872863,Mixed,coarWASm_2986-21
Waskaganish,Upichun,2987,Cisco,28-07-2021,356,51.95576,-78.872863,Mixed,coarWASm_2987-21
Waskaganish,Upichun,2988,Cisco,28-07-2021,364,51.95576,-78.872863,Mixed,coarWASm_2988-21
Waskaganish,Upichun,2989,Cisco,28-07-2021,383,51.95576,-78.872863,Mixed,coarWASm_2989-21
Waskaganish,Upichun,2990,Cisco,28-07-2021,375,51.95576,-78.872863,Mixed,coarWASm_2990-21
Waskaganish,Upichun,2991,Cisco,28-07-2021,381,51.95576,-78.872863,Mixed,coarWASm_2991-21
Waskaganish,Upichun,2992,Cisco,28-07-2021,388,51.95576,-78.872863,Mixed,coarWASm_2992-21
Waskaganish,Upichun,2993,Cisco,28-07-2021,358,51.95576,-78.872863,Mixed,coarWASm_2993-21
Waskaganish,Upichun,2994,Cisco,28-07-2021,315,51.95576,-78.872863,Mixed,coarWASm_2994-21
Waskaganish,Upichun,2995,Cisco,28-07-2021,369,51.95576,-78.872863,Mixed,coarWASm_2995-21
Waskaganish,Upichun,2996,Cisco,28-07-2021,368,51.95576,-78.872863,Mixed,coarWASm_2996-21
Waskaganish,Upichun,2997,Cisco,28-07-2021,397,51.95576,-78.872863,Mixed,coarWASm_2997-21
Waskaganish,Upichun,2998,Cisco,28-07-2021,251,51.95576,-78.872863,Mixed,coarWASm_2998-21
Waskaganish,Upichun,2999,Cisco,28-07-2021,254,51.95576,-78.872863,Mixed,coarWASm_2999-21
Waskaganish,Upichun,3000,Cisco,28-07-2021,395,51.95576,-78.872863,Mixed,coarWASm_3000-21
Waskaganish,Upichun,3012,Cisco,28-07-2021,489,51.95576,-78.872863,Mixed,coarWASm_3012-21
Waskaganish,Upichun,3013,Cisco,28-07-2021,452,51.95576,-78.872863,Mixed,coarWASm_3013-21
Waskaganish,Upichun,3276,Cisco,28-07-2021,235,51.95576,-78.872863,Mixed,coarWASm_3276-21
Waskaganish,Upichun,3277,Cisco,28-07-2021,330,51.95576,-78.872863,Mixed,coarWASm_3277-21
Waskaganish,Upichun,3278,Cisco,28-07-2021,338,51.95576,-78.872863,Mixed,coarWASm_3278-21
Waskaganish,Upichun,3279,Cisco,28-07-2021,370,51.95576,-78.872863,Mixed,coarWASm_3279-21
Waskaganish,Upichun,3280,Cisco,28-07-2021,390,51.95576,-78.872863,Mixed,coarWASm_3280-21
Waskaganish,Upichun,3281,Cisco,28-07-2021,358,51.95576,-78.872863,Mixed,coarWASm_3281-21
Waskaganish,Upichun,3282,Cisco,28-07-2021,375,51.95576,-78.872863,Mixed,coarWASm_3282-21
Waskaganish,Upichun,3283,Cisco,28-07-2021,298,51.95576,-78.872863,Mixed,coarWASm_3283-21
Waskaganish,Upichun,3284,Cisco,28-07-2021,354,51.95576,-78.872863,Mixed,coarWASm_3284-21
Waskaganish,Upichun,3285,Cisco,28-07-2021,354,51.95576,-78.872863,Mixed,coarWASm_3285-21
Waskaganish,Upichun,3286,Cisco,28-07-2021,335,51.95576,-78.872863,Mixed,coarWASm_3286-21
Waskaganish,Upichun,3287,Cisco,28-07-2021,350,51.95576,-78.872863,Mixed,coarWASm_3287-21
Waskaganish,Upichun,3288,Cisco,28-07-2021,355,51.95576,-78.872863,Mixed,coarWASm_3288-21
Waskaganish,Upichun,3289,Cisco,28-07-2021,344,51.95576,-78.872863,Mixed,coarWASm_3289-21
Waskaganish,Upichun,3290,Cisco,28-07-2021,375,51.95576,-78.872863,Mixed,coarWASm_3290-21
Waskaganish,Upichun,3291,Cisco,28-07-2021,325,51.95576,-78.872863,Mixed,coarWASm_3291-21
Waskaganish,Upichun,3292,Cisco,28-07-2021,360,51.95576,-78.872863,Mixed,coarWASm_3292-21
Waskaganish,Upichun,3293,Cisco,28-07-2021,346,51.95576,-78.872863,Mixed,coarWASm_3293-21
Waskaganish,Upichun,3294,Cisco,28-07-2021,347,51.95576,-78.872863,Mixed,coarWASm_3294-21
Waskaganish,Upichun,3295,Cisco,28-07-2021,381,51.95576,-78.872863,Mixed,coarWASm_3295-21
Waskaganish,Upichun,3296,Cisco,28-07-2021,342,51.95576,-78.872863,Mixed,coarWASm_3296-21
Waskaganish,Upichun,3297,Cisco,28-07-2021,356,51.95576,-78.872863,Mixed,coarWASm_3297-21
Waskaganish,Upichun,3298,Cisco,28-07-2021,349,51.95576,-78.872863,Mixed,coarWASm_3298-21
Waskaganish,Upichun,3299,Cisco,28-07-2021,341,51.95576,-78.872863,Mixed,coarWASm_3299-21
Waskaganish,Upichun,3300,Cisco,28-07-2021,298,51.95576,-78.872863,Mixed,coarWASm_3300-21
Waskaganish,Upichun,3301,Cisco,04-08-2021,371,51.95576,-78.872863,Mixed,coarWASm_3301-21
Waskaganish,Upichun,3302,Cisco,04-08-2021,345,51.95576,-78.872863,Mixed,coarWASm_3302-21
Waskaganish,Upichun,3303,Cisco,04-08-2021,364,51.95576,-78.872863,Mixed,coarWASm_3303-21
Waskaganish,Upichun,3304,Cisco,04-08-2021,365,51.95576,-78.872863,Mixed,coarWASm_3304-21
Waskaganish,Upichun,3305,Cisco,04-08-2021,300,51.95576,-78.872863,Mixed,coarWASm_3305-21
Waskaganish,Upichun,3306,Cisco,04-08-2021,373,51.95576,-78.872863,Mixed,coarWASm_3306-21
Waskaganish,Upichun,3307,Cisco,04-08-2021,343,51.95576,-78.872863,Mixed,coarWASm_3307-21
Waskaganish,Upichun,3308,Cisco,04-08-2021,339,51.95576,-78.872863,Mixed,coarWASm_3308-21
Waskaganish,Upichun,3014,Trout,05-08-2021,572,51.95576,-78.872863,Mixed,NAWASm_3014-21
Eastmain,JamesBay,249,Cisco,13-07-2021,NA,52.395776,-78.585771,Mixed,coarEASm_249-21
Eastmain,JamesBay,250,Cisco,13-07-2021,177,52.395776,-78.585771,Mixed,coarEASm_250-21
Eastmain,JamesBay,251,Cisco,13-07-2021,201,52.395776,-78.585771,Mixed,coarEASm_251-21
Eastmain,JamesBay,252,Cisco,13-07-2021,177,52.395776,-78.585771,Mixed,coarEASm_252-21
Eastmain,JamesBay,253,Cisco,13-07-2021,225,52.395776,-78.585771,Mixed,coarEASm_253-21
Eastmain,JamesBay,254,Cisco,13-07-2021,187,52.395776,-78.585771,Mixed,coarEASm_254-21
Eastmain,JamesBay,255,Cisco,13-07-2021,182,52.395776,-78.585771,Mixed,coarEASm_255-21
Eastmain,JamesBay,256,Cisco,13-07-2021,209,52.395776,-78.585771,Mixed,coarEASm_256-21
Eastmain,JamesBay,257,Cisco,13-07-2021,187,52.395776,-78.585771,Mixed,coarEASm_257-21
Eastmain,JamesBay,258,Cisco,13-07-2021,177,52.395776,-78.585771,Mixed,coarEASm_258-21
Eastmain,JamesBay,259,Cisco,13-07-2021,155,52.395776,-78.585771,Mixed,coarEASm_259-21
Eastmain,JamesBay,260,Trout,13-07-2021,210,52.395776,-78.585771,Mixed,safoEASm_260-21
Eastmain,JamesBay,261,Whitefish,13-07-2021,183,52.395776,-78.585771,Mixed,coclEASm_261-21
Eastmain,JamesBay,262,Whitefish,13-07-2021,153,52.395776,-78.585771,Mixed,coclEASm_262-21
Eastmain,JamesBay,263,Whitefish,13-07-2021,325,52.395776,-78.585771,Mixed,coclEASm_263-21
Eastmain,JamesBay,264,Whitefish,13-07-2021,322,52.395776,-78.585771,Mixed,coclEASm_264-21
Eastmain,JamesBay,265,Whitefish,13-07-2021,265,52.395776,-78.585771,Mixed,coclEASm_265-21
Eastmain,JamesBay,266,Whitefish,13-07-2021,323,52.395776,-78.585771,Mixed,coclEASm_266-21
Eastmain,JamesBay,267,Whitefish,13-07-2021,289,52.395776,-78.585771,Mixed,coclEASm_267-21
Eastmain,JamesBay,268,Whitefish,13-07-2021,280,52.395776,-78.585771,Mixed,coclEASm_268-21
Eastmain,JamesBay,269,Whitefish,13-07-2021,280,52.395776,-78.585771,Mixed,coclEASm_269-21
Eastmain,JamesBay,270,Whitefish,13-07-2021,300,52.395776,-78.585771,Mixed,coclEASm_270-21
Eastmain,JamesBay,271,Trout,14-07-2021,240,52.395776,-78.585771,Mixed,safoEASm_271-21
Eastmain,JamesBay,272,Trout,14-07-2021,356,52.395776,-78.585771,Mixed,safoEASm_272-21
Eastmain,JamesBay,273,Trout,14-07-2021,375,52.395776,-78.585771,Mixed,safoEASm_273-21
Eastmain,JamesBay,274,Trout,14-07-2021,435,52.395776,-78.585771,Mixed,safoEASm_274-21
Eastmain,JamesBay,275,Trout,14-07-2021,355,52.395776,-78.585771,Mixed,safoEASm_275-21
Eastmain,JamesBay,276,Cisco,14-07-2021,305,52.395776,-78.585771,Mixed,coarEASm_276-21
Eastmain,JamesBay,277,Cisco,14-07-2021,370,52.395776,-78.585771,Mixed,coarEASm_277-21
Eastmain,JamesBay,278,Cisco,14-07-2021,361,52.395776,-78.585771,Mixed,coarEASm_278-21
Eastmain,JamesBay,279,Cisco,14-07-2021,335,52.395776,-78.585771,Mixed,coarEASm_279-21
Eastmain,JamesBay,280,Cisco,14-07-2021,305,52.395776,-78.585771,Mixed,coarEASm_280-21
Eastmain,JamesBay,281,Whitefish,14-07-2021,280,52.395776,-78.585771,Mixed,coclEASm_281-21
Eastmain,JamesBay,282,Cisco,14-07-2021,335,52.395776,-78.585771,Mixed,coarEASm_282-21
Eastmain,JamesBay,283,Cisco,14-07-2021,180,52.395776,-78.585771,Mixed,coarEASm_283-21
Eastmain,JamesBay,284,Cisco,14-07-2021,195,52.395776,-78.585771,Mixed,coarEASm_284-21
Eastmain,JamesBay,285,Cisco,13-07-2021,190,52.395776,-78.585771,Mixed,coarEASm_285-21
Eastmain,JamesBay,286,Cisco,13-07-2021,309,52.395776,-78.585771,Mixed,coarEASm_286-21
Eastmain,JamesBay,287,Whitefish,13-07-2021,273,52.395776,-78.585771,Mixed,coclEASm_287-21
Eastmain,JamesBay,288,Trout,13-07-2021,300,52.395776,-78.585771,Mixed,safoEASm_288-21
Eastmain,JamesBay,289,Whitefish,15-07-2021,315,52.395776,-78.585771,Mixed,coclEASm_289-21
Eastmain,JamesBay,290,Whitefish,15-07-2021,405,52.395776,-78.585771,Mixed,coclEASm_290-21
Eastmain,JamesBay,291,Whitefish,15-07-2021,379,52.395776,-78.585771,Mixed,coclEASm_291-21
Eastmain,JamesBay,292,Whitefish,15-07-2021,351,52.395776,-78.585771,Mixed,coclEASm_292-21
Eastmain,JamesBay,293,Whitefish,15-07-2021,273,52.395776,-78.585771,Mixed,coclEASm_293-21
Eastmain,JamesBay,294,Whitefish,15-07-2021,380,52.395776,-78.585771,Mixed,coclEASm_294-21
Eastmain,JamesBay,295,Whitefish,15-07-2021,353,52.395776,-78.585771,Mixed,coclEASm_295-21
Eastmain,JamesBay,296,Whitefish,15-07-2021,290,52.395776,-78.585771,Mixed,coclEASm_296-21
Eastmain,JamesBay,297,Whitefish,15-07-2021,304,52.395776,-78.585771,Mixed,coclEASm_297-21
Eastmain,JamesBay,298,Whitefish,15-07-2021,474,52.395776,-78.585771,Mixed,coclEASm_298-21
Eastmain,JamesBay,299,Whitefish,15-07-2021,367,52.395776,-78.585771,Mixed,coclEASm_299-21
Eastmain,JamesBay,300,Whitefish,15-07-2021,354,52.395776,-78.585771,Mixed,coclEASm_300-21
Eastmain,JamesBay,301,Whitefish,17-07-2021,309,52.395776,-78.585771,Mixed,coclEASm_301-21
Eastmain,JamesBay,302,Whitefish,17-07-2021,370,52.395776,-78.585771,Mixed,coclEASm_302-21
Eastmain,JamesBay,303,Whitefish,17-07-2021,290,52.395776,-78.585771,Mixed,coclEASm_303-21
Eastmain,JamesBay,304,Whitefish,17-07-2021,334,52.395776,-78.585771,Mixed,coclEASm_304-21
Eastmain,JamesBay,305,Whitefish,17-07-2021,351,52.395776,-78.585771,Mixed,coclEASm_305-21
Eastmain,JamesBay,306,Whitefish,17-07-2021,323,52.395776,-78.585771,Mixed,coclEASm_306-21
Eastmain,JamesBay,307,Whitefish,17-07-2021,304,52.395776,-78.585771,Mixed,coclEASm_307-21
Eastmain,JamesBay,308,Whitefish,17-07-2021,323,52.395776,-78.585771,Mixed,coclEASm_308-21
Eastmain,JamesBay,309,Whitefish,17-07-2021,227,52.395776,-78.585771,Mixed,coclEASm_309-21
Eastmain,JamesBay,310,Whitefish,17-07-2021,293,52.395776,-78.585771,Mixed,coclEASm_310-21
Eastmain,JamesBay,311,Whitefish,17-07-2021,286,52.395776,-78.585771,Mixed,coclEASm_311-21
Eastmain,JamesBay,312,Whitefish,17-07-2021,358,52.395776,-78.585771,Mixed,coclEASm_312-21
Eastmain,JamesBay,313,Whitefish,17-07-2021,345,52.395776,-78.585771,Mixed,coclEASm_313-21
Eastmain,JamesBay,314,Whitefish,17-07-2021,291,52.395776,-78.585771,Mixed,coclEASm_314-21
Eastmain,JamesBay,315,Whitefish,17-07-2021,306,52.395776,-78.585771,Mixed,coclEASm_315-21
Eastmain,JamesBay,316,Whitefish,17-07-2021,313,52.395776,-78.585771,Mixed,coclEASm_316-21
Eastmain,JamesBay,317,Whitefish,17-07-2021,262,52.395776,-78.585771,Mixed,coclEASm_317-21
Eastmain,JamesBay,318,Trout,17-07-2021,296,52.395776,-78.585771,Mixed,safoEASm_318-21
Eastmain,JamesBay,319,Trout,17-07-2021,409,52.395776,-78.585771,Mixed,safoEASm_319-21
Eastmain,JamesBay,320,Cisco,17-07-2021,377,52.395776,-78.585771,Mixed,coarEASm_320-21
Eastmain,JamesBay,321,Cisco,17-07-2021,197,52.395776,-78.585771,Mixed,coarEASm_321-21
Eastmain,JamesBay,322,Whitefish,17-07-2021,210,52.395776,-78.585771,Mixed,coclEASm_322-21
Eastmain,JamesBay,323,Whitefish,17-07-2021,342,52.395776,-78.585771,Mixed,coclEASm_323-21
Eastmain,JamesBay,324,Whitefish,17-07-2021,273,52.395776,-78.585771,Mixed,coclEASm_324-21
Eastmain,JamesBay,325,Whitefish,17-07-2021,313,52.395776,-78.585771,Mixed,coclEASm_325-21
Eastmain,JamesBay,326,Whitefish,14-07-2021,459,52.264913,-78.577624,Mixed,coclEASm_326-21
Eastmain,JamesBay,327,Whitefish,14-07-2021,385,52.264913,-78.577624,Mixed,coclEASm_327-21
Eastmain,JamesBay,328,Whitefish,14-07-2021,320,52.264913,-78.577624,Mixed,coclEASm_328-21
Eastmain,JamesBay,329,Whitefish,14-07-2021,360,52.264913,-78.577624,Mixed,coclEASm_329-21
Eastmain,JamesBay,330,Whitefish,14-07-2021,330,52.264913,-78.577624,Mixed,coclEASm_330-21
Eastmain,JamesBay,331,Whitefish,14-07-2021,380,52.264913,-78.577624,Mixed,coclEASm_331-21
Eastmain,JamesBay,332,Whitefish,14-07-2021,370,52.264913,-78.577624,Mixed,coclEASm_332-21
Eastmain,JamesBay,333,Whitefish,14-07-2021,340,52.264913,-78.577624,Mixed,coclEASm_333-21
Eastmain,JamesBay,334,Whitefish,14-07-2021,320,52.264913,-78.577624,Mixed,coclEASm_334-21
Eastmain,JamesBay,335,Whitefish,14-07-2021,360,52.264913,-78.577624,Mixed,coclEASm_335-21
Eastmain,JamesBay,336,Whitefish,14-07-2021,380,52.264913,-78.577624,Mixed,coclEASm_336-21
Eastmain,JamesBay,337,Whitefish,14-07-2021,425,52.264913,-78.577624,Mixed,coclEASm_337-21
Eastmain,JamesBay,338,Whitefish,14-07-2021,360,52.264913,-78.577624,Mixed,coclEASm_338-21
Eastmain,JamesBay,339,Whitefish,14-07-2021,430,52.264913,-78.577624,Mixed,coclEASm_339-21
Eastmain,JamesBay,340,Whitefish,14-07-2021,380,52.264913,-78.577624,Mixed,coclEASm_340-21
Eastmain,JamesBay,341,Whitefish,14-07-2021,320,52.264913,-78.577624,Mixed,coclEASm_341-21
Eastmain,JamesBay,342,Whitefish,14-07-2021,325,52.264913,-78.577624,Mixed,coclEASm_342-21
Eastmain,JamesBay,343,Whitefish,14-07-2021,385,52.264913,-78.577624,Mixed,coclEASm_343-21
Eastmain,JamesBay,344,Whitefish,14-07-2021,335,52.264913,-78.577624,Mixed,coclEASm_344-21
Eastmain,JamesBay,345,Whitefish,14-07-2021,345,52.264913,-78.577624,Mixed,coclEASm_345-21
Eastmain,JamesBay,346,Whitefish,14-07-2021,315,52.264913,-78.577624,Mixed,coclEASm_346-21
Eastmain,JamesBay,347,Whitefish,14-07-2021,350,52.264913,-78.577624,Mixed,coclEASm_347-21
Eastmain,JamesBay,348,Whitefish,14-07-2021,285,52.264913,-78.577624,Mixed,coclEASm_348-21
Eastmain,JamesBay,349,Whitefish,14-07-2021,305,52.264913,-78.577624,Mixed,coclEASm_349-21
Eastmain,JamesBay,350,Trout,14-07-2021,295,52.264913,-78.577624,Mixed,safoEASm_350-21
Eastmain,JamesBay,351,Trout,14-07-2021,340,52.264913,-78.577624,Mixed,safoEASm_351-21
Eastmain,JamesBay,352,Whitefish,14-07-2021,372,52.264913,-78.577624,Mixed,coclEASm_352-21
Eastmain,JamesBay,353,Whitefish,14-07-2021,355,52.264913,-78.577624,Mixed,coclEASm_353-21
Eastmain,JamesBay,354,Whitefish,14-07-2021,400,52.264913,-78.577624,Mixed,coclEASm_354-21
Eastmain,JamesBay,355,Whitefish,14-07-2021,360,52.264913,-78.577624,Mixed,coclEASm_355-21
Eastmain,JamesBay,356,Whitefish,14-07-2021,388,52.264913,-78.577624,Mixed,coclEASm_356-21
Eastmain,JamesBay,357,Whitefish,14-07-2021,360,52.264913,-78.577624,Mixed,coclEASm_357-21
Eastmain,JamesBay,358,Whitefish,14-07-2021,365,52.264913,-78.577624,Mixed,coclEASm_358-21
Eastmain,JamesBay,359,Whitefish,14-07-2021,357,52.264913,-78.577624,Mixed,coclEASm_359-21
Eastmain,JamesBay,360,Whitefish,14-07-2021,353,52.264913,-78.577624,Mixed,coclEASm_360-21
Eastmain,JamesBay,361,Whitefish,14-07-2021,393,52.264913,-78.577624,Mixed,coclEASm_361-21
Eastmain,JamesBay,362,Whitefish,14-07-2021,388,52.264913,-78.577624,Mixed,coclEASm_362-21
Eastmain,JamesBay,363,Whitefish,14-07-2021,391,52.264913,-78.577624,Mixed,coclEASm_363-21
Eastmain,JamesBay,364,Whitefish,14-07-2021,380,52.264913,-78.577624,Mixed,coclEASm_364-21
Eastmain,JamesBay,365,Whitefish,14-07-2021,340,52.264913,-78.577624,Mixed,coclEASm_365-21
Eastmain,JamesBay,366,Whitefish,14-07-2021,363,52.264913,-78.577624,Mixed,coclEASm_366-21
Eastmain,JamesBay,367,Whitefish,14-07-2021,314,52.264913,-78.577624,Mixed,coclEASm_367-21
Eastmain,JamesBay,368,Whitefish,14-07-2021,346,52.264913,-78.577624,Mixed,coclEASm_368-21
Eastmain,JamesBay,369,Whitefish,14-07-2021,335,52.264913,-78.577624,Mixed,coclEASm_369-21
